Year,location,plot,rep,exp,trt,var,Nfert,seedyld,grassyld,ht,lod,N,P,K,S,Ca,Mg,Na,Zn,Fe,Mn,Cu,B,UA,KL,RHA,FUC,ARA,XYL,MAN,GAL,GLC,ash,IVTD,ADF,NDF,CP,DM
2013,Lam,2113,1,N,5,TLI,160,848,9860,135,5,1.1,0.08,1.5,0.07,0.19,0.1,0,10,51,82,4,3,19.75428,134.7842,1.399133,0.9704316,18.23031,129.4838,7.342175,6.712033,260.2673,6.696128,63.01538,44.62264,59.92746,7.161024,94.56351
2013,Lam,2114,1,N,11,rush,160,422,11120,138,4,1.3,0.1,1.5,0.09,0.22,0.14,0,13,112,120,5,4,25.60936,143.872,1.066527,0.45299,15.82963,117.2396,9.206813,7.323651,261.477,8.232742,56.60046,47.61232,63.83934,8.804743,94.05074
2013,Lam,2115,1,N,14,switch,40,NA,13120,110,2,0.3,0.09,0.7,0.04,0.19,0.12,0.01,10,29,38,5,3,17.37015,193.2638,1.942794,0.7018381,22.52934,204.395,5.335485,7.728898,326.372,2.635774,28.82907,54.69652,85.1203,0,94.53366
2013,Lam,2116,1,N,1,TLI,0,839,10840,127,2,0.6,0.09,1,0.05,0.21,0.08,0,8,90,122,6,4,17.84971,139.1485,0.005330086,0.2083928,19.83959,161.7422,4.509527,5.658004,286.8156,6.999957,53.04723,47.611,69.76301,6.518247,94.45098
2013,Lam,2117,1,N,8,rush,40,468,11560,138,4,0.8,0.08,1,0.06,0.19,0.09,0.01,9,192,121,5,4,23.30399,142.3493,0.02893233,0.05236584,16.14178,128.1635,7.8894,6.059808,274.2301,7.199571,54.84808,47.03025,67.33859,8.20892,94.18832
2013,Lam,2118,1,N,17,switch,160,NA,13080,104,2,0.4,0.05,0.5,0.04,0.21,0.12,0,8,40,40,6,3,20.90256,200.635,1.915146,0.5508204,19.61973,195.5536,6.789371,7.855633,320.7543,1.540719,28.52233,53.75645,85.54866,0,94.62509
2013,Lam,2201,2,N,9,rush,80,556,11820,133,6,0.8,0.07,1.2,0.06,0.15,0.08,0.01,10,152,104,7,3,21.86648,143.2254,0.4691117,0.5191063,18.89503,142.7863,6.672941,6.007329,282.0345,6.973142,53.14427,48.39738,68.32533,7.729392,94.41439
2013,Lam,2202,2,N,4,TLI,120,1241,14220,128,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Lam,2203,2,N,18,switch,200,NA,13220,111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.33815,190.3048,2.678436,0.6439248,22.37135,198.0454,5.929905,8.470672,324.8762,3.617015,32.51971,55.32691,82.76144,0,94.39291
2013,Lam,2204,2,N,7,rush,0,477,11560,143,2,0.5,0.08,1,0.04,0.14,0.06,0,8,85,120,5,3,18.23988,139.7054,-0.2834461,0.6597775,19.77776,158.2393,5.815259,5.158557,278.4166,5.897464,53.72122,46.14723,68.22303,8.201806,94.70304
2013,Lam,2205,2,N,5,TLI,160,639,11280,134,4,1.2,0.09,1.9,0.08,0.23,0.12,0,9,106,128,5,4,25.00591,145.8215,0.1882734,0.3114193,16.36152,130.4986,6.987299,6.301041,283.7464,7.858181,51.29928,50.21497,68.61645,4.685133,94.21246
2013,Lam,2206,2,N,14,switch,40,NA,12980,115,2,0.3,0.09,0.5,0.04,0.17,0.11,0,11,31,30,5,5,14.45324,191.4955,1.751441,0.6562804,22.94731,207.4453,4.713302,7.237767,329.4273,2.338859,29.82551,53.93819,84.93358,0,94.59394
2013,Lam,2207,2,N,12,rush,200,401,9740,132,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Lam,2208,2,N,6,TLI,200,768,10540,127,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.56813,146.7478,0.2632155,0.2155112,17.74863,139.36,6.5571,6.105501,290.2527,7.157154,51.32748,50.01693,69.70288,6.726389,94.31802
2013,Lam,2209,2,N,15,switch,80,NA,13440,120,2,0.5,0.06,0.5,0.05,0.22,0.13,0.01,7,42,36,6,3,19.2412,196.4148,2.080776,0.5442476,20.72151,193.2442,6.384305,8.281795,318.0662,2.409031,30.17958,53.20568,84.08574,0,94.36502
2013,Lam,2210,2,N,8,rush,40,503,11280,143,4,0.9,0.07,1.2,0.06,0.15,0.08,0,8,93,113,4,3,22.61894,143.4376,0.3387488,0.4632375,18.69682,146.606,6.284742,5.696081,289.0287,7.072886,50.38027,49.91369,70.32421,7.473314,94.27493
2013,Lam,2211,2,N,1,TLI,0,817,9700,143,2,0.7,0.07,1.2,0.05,0.22,0.09,0,9,157,128,7,4,21.19311,149.0504,-0.2097023,0.0264824,19.08734,166.4281,5.111716,5.932126,301.3249,7.617702,47.3946,52.038,73.10413,5.01822,94.46304
2013,Lam,2212,2,N,13,switch,0,NA,11660,125,2,0.3,0.09,0.5,0.04,0.21,0.1,0,16,40,40,6,4,17.50135,193.6281,1.337576,0.5829573,22.16731,204.369,5.590486,7.7891,316.445,2.636031,28.91969,52.8059,85.05087,0,94.62785
2013,Lam,2213,2,N,10,rush,120,611,11560,135,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.64285,146.7978,1.068699,0.5203198,17.40387,140.4139,6.998238,6.565999,280.0826,6.914445,54.52624,47.88498,66.9296,3.591565,94.43221
2013,Lam,2214,2,N,3,TLI,80,1096,14600,145,2,0.8,0.08,1.3,0.06,0.21,0.1,0,11,81,135,7,3,20.54857,144.6774,-0.2445712,0.2019234,17.88537,155.3895,4.94508,5.419278,290.7296,6.363977,50.37229,48.75587,70.97754,6.239574,94.48469
2013,Lam,2215,2,N,16,switch,120,NA,14060,118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5116,191.9465,1.940795,0.2579232,18.48151,167.6834,7.413824,8.171232,306.6489,2.653995,34.37225,51.40527,81.38943,0,94.04468
2013,Lam,2216,2,N,11,rush,160,435,10200,127,5,1,0.09,1.3,0.07,0.19,0.1,0,11,144,132,5,3,22.30606,140.685,0.5147688,0.524263,16.83927,135.5484,7.456892,5.793355,275.2589,6.435327,55.08928,47.382,66.80638,6.005607,94.40505
2013,Lam,2217,2,N,2,TLI,40,981,12080,145,2,0.6,0.07,1.3,0.05,0.19,0.08,0,10,95,112,7,3,19.84592,140.485,-0.3808606,0.2741687,18.79813,153.7543,4.84826,5.190021,287.4024,6.347231,51.96798,47.74384,70.24636,8.187763,94.53918
2013,Lam,2218,2,N,17,switch,160,NA,12260,108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Lam,2301,3,N,16,switch,120,NA,14700,105,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78176,188.0545,1.387211,0.3810524,20.25179,191.6527,5.413721,7.316007,317.1317,2.344565,32.67798,51.95869,83.1172,0,94.36044
2013,Lam,2302,3,N,3,TLI,80,1075,14080,137,2,0.8,0.09,1.4,0.05,0.18,0.09,0,8,124,128,4,3,22.09957,144.7035,0.1767695,0.3181993,18.62506,142.7863,5.732135,5.681701,291.5652,6.670806,49.43109,49.5666,71.19923,7.627595,94.27089
2013,Lam,2303,3,N,9,rush,80,677,11340,137,3,0.9,0.08,1,0.07,0.2,0.1,0,10,322,132,6,4,21.1111,148.9237,0.5603108,0.1703705,17.45225,144.5139,7.721492,6.630157,276.9597,6.649107,53.76363,47.91138,67.50911,7.444848,94.40806
2013,Lam,2304,3,N,17,switch,160,NA,12280,115,2,0.6,0.09,0.7,0.07,0.35,0.18,0.02,20,75,43,7,7,24.20563,189.4822,2.427197,0.1338093,20.7363,160.0158,8.923244,9.011101,311.6674,4.726366,35.25369,54.15152,80.05579,0,93.74018
2013,Lam,2305,3,N,2,TLI,40,1303,12760,145,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Lam,2306,3,N,7,rush,0,345,9960,148,2,0.6,0.09,1.1,0.04,0.12,0.06,0,9,52,116,7,3,17.6802,142.4465,-0.1027403,0.1003936,20.32586,173.7219,4.521164,5.667051,285.384,6.201164,51.33903,47.65407,70.26873,7.084287,94.52777
2013,Lam,2307,3,N,18,switch,200,NA,14280,115,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.93834,191.8526,2.534111,0.5121789,22.22507,196.4436,6.749249,8.484431,324.0502,3.609388,31.63801,55.47448,83.49532,0,94.30399
2013,Lam,2308,3,N,6,TLI,200,532,11040,135,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15088,146.4359,0.6615665,0.6239021,15.7231,132.5525,6.529074,5.803693,277.7334,5.141337,55.22683,46.39612,66.67118,5.518291,94.74728
2013,Lam,2309,3,N,11,rush,160,500,10140,150,4,1.1,0.07,1.3,0.07,0.21,0.12,0,9,81,112,4,4,22.06019,146.7437,1.035498,0.8389487,20.43766,150.4977,6.93871,6.907104,281.3187,7.477644,52.70433,49.62207,67.4695,6.593143,94.41125
2013,Lam,2310,3,N,15,switch,80,NA,13160,123,2,0.5,0.05,0.5,0.05,0.24,0.16,0.01,8,50,47,6,4,22.19094,193.1953,2.052382,0.4777899,20.17038,182.9395,6.819525,8.204845,315.3648,2.707577,31.60857,53.30634,83.04877,0,94.18547
2013,Lam,2311,3,N,4,TLI,120,1118,10340,135,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.04816,143.6996,0.5350767,0.538825,18.23566,142.3452,5.715769,5.928569,285.5686,6.773267,51.7808,48.98162,68.93921,6.433043,94.32252
2013,Lam,2312,3,N,8,rush,40,695,12580,147,4,0.7,0.07,1,0.05,0.12,0.06,0,7,41,77,4,2,17.89146,140.5765,0.2673681,1.030881,20.0922,162.6535,4.681623,5.032401,288.9877,5.887679,51.77253,48.39681,69.41258,6.685831,94.84246
2013,Lam,2313,3,N,14,switch,40,NA,12960,113,2,0.3,0.08,0.5,0.04,0.26,0.14,0,17,40,50,5,4,15.49475,190.3004,1.946204,0.7946225,23.6552,213.6267,4.563252,7.622599,329.1403,2.739867,29.75704,54.82963,85.03972,0,94.63851
2013,Lam,2314,3,N,1,TLI,0,785,11020,140,2,0.6,0.08,1,0.04,0.19,0.08,0,10,82,149,7,3,18.91589,142.5942,-0.2928791,0.2047554,18.16536,158.0008,4.66455,5.278887,295.2022,7.112023,50.55299,49.67528,71.94669,8.760333,94.58119
2013,Lam,2315,3,N,10,rush,120,412,10700,147,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75086,141.9102,0.8031933,0.7997783,19.49533,146.4659,6.3374,5.961485,281.2687,6.689056,54.10209,48.18518,67.35848,5.477347,94.52007
2013,Lam,2316,3,N,13,switch,0,NA,11560,112,2,0.3,0.1,0.5,0.05,0.25,0.12,0,13,45,24,5,4,17.63532,194.364,1.466652,0.5412611,20.46946,199.4984,5.322163,7.622202,326.8936,2.669796,29.49256,53.91414,85.36847,0,94.53889
2013,Lam,2317,3,N,5,TLI,160,762,12460,133,6,0.9,0.08,1.4,0.06,0.18,0.1,0,11,49,104,3,3,20.85777,134.0398,0.9823236,0.8386259,17.53913,134.7189,5.776436,5.688521,275.4422,6.337687,58.74593,46.07133,64.40707,8.160254,94.41532
2013,Lam,2318,3,N,12,rush,200,454,11120,135,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74382,141.3542,1.108228,0.8359939,17.98986,141.27,7.133122,6.246936,271.9068,6.195256,56.87291,46.5448,65.07917,8.454091,94.51663
2013,Lam,2401,4,N,10,rush,120,639,12600,148,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.60758,157.1858,0.5660245,0.04845655,14.4017,130.3782,8.3992,6.851216,286.5269,7.702347,47.79699,51.59161,70.93104,6.723648,94.19574
2013,Lam,2402,4,N,1,TLI,0,966,11240,140,2,0.6,0.08,1.2,0.04,0.19,0.08,0,8,101,121,5,3,18.16519,139.1896,0.13396,0.3771168,21.489,155.7255,4.719585,5.872599,290.3563,7.351294,52.77844,48.602,69.60725,4.579655,94.40561
2013,Lam,2403,4,N,14,switch,40,NA,12580,98,2,0.4,0.09,0.4,0.04,0.24,0.14,0,24,46,59,10,7,15.43414,187.6037,2.253136,0.6097648,22.00504,197.0735,5.029625,8.130626,325.8128,3.584543,32.5993,54.05183,83.11958,0,94.24085
2013,Lam,2404,4,N,11,rush,160,435,11200,142,4,1.1,0.09,1.2,0.07,0.23,0.13,0,11,132,146,7,4,22.77771,148.7551,0.9337173,0.1906459,17.49475,147.1587,8.285563,7.567324,277.214,7.800561,54.90529,49.67324,66.76985,5.673435,94.36157
2013,Lam,2405,4,N,3,TLI,80,923,13280,138,3,0.7,0.08,1.4,0.05,0.17,0.07,0,7,86,125,5,3,17.75972,139.9189,-0.4821808,0.4232806,19.13258,155.8767,4.092606,4.852254,289.2154,5.969456,50.30954,47.79939,70.74296,6.905617,94.58401
2013,Lam,2406,4,N,16,switch,120,NA,13680,103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8122,199.5261,1.934606,0.3996492,17.35001,183.7469,7.181819,8.314115,315.3141,2.20621,30.30022,52.98216,84.5873,0,94.41682
2013,Lam,2407,4,N,9,rush,80,733,14200,147,4,0.8,0.07,1.1,0.05,0.17,0.08,0,9,72,107,6,3,22.82771,146.9636,-0.08931494,0.31112,19.88173,164.8155,5.705278,5.591321,289.3311,6.500343,48.49087,50.26765,71.82761,6.574553,94.41531
2013,Lam,2408,4,N,2,TLI,40,1101,12220,132,2,0.6,0.07,1.1,0.04,0.17,0.07,0,6,82,106,4,3,18.42836,139.4113,0.1434085,0.6663461,21.73,156.8459,4.456215,5.728266,290.3009,7.088667,52.0473,48.41931,69.60574,7.750177,94.48443
2013,Lam,2409,4,N,13,switch,0,NA,10320,100,2,0.4,0.09,0.6,0.04,0.26,0.13,0,13,42,27,5,4,19.10792,192.7885,1.699132,0.5818286,20.26954,191.6662,6.033145,8.034373,319.8542,3.163424,30.6295,53.58422,84.2943,0,94.37728
2013,Lam,2410,4,N,7,rush,0,314,9600,145,4,0.6,0.07,0.9,0.04,0.13,0.06,0,8,151,120,4,2,18.10783,143.4947,-0.1103127,0.2369415,17.95933,158.8397,5.692021,5.274928,287.1555,6.259369,52.00909,47.96633,70.12246,6.239595,94.54169
2013,Lam,2411,4,N,5,TLI,160,463,9120,138,4,0.9,0.06,1.3,0.06,0.25,0.11,0,9,83,144,7,4,21.17395,149.314,0.1205547,0.3751588,21.20211,157.4917,5.625853,6.319826,290.5512,7.355914,48.34976,50.42479,70.9207,9.213938,94.3877
2013,Lam,2412,4,N,17,switch,160,NA,11540,113,2,0.6,0.08,0.6,0.06,0.34,0.17,0.01,13,56,41,5,5,25.41308,198.3093,2.382732,0.3876952,19.38258,174.2446,9.068319,8.810262,313.5148,3.146457,32.05371,54.6373,82.4689,0,94.26414
2013,Lam,2413,4,N,8,rush,40,488,10840,140,4,0.8,0.09,1.2,0.06,0.18,0.09,0,9,67,128,6,3,19.50699,142.78,-0.07414055,0.5830437,20.42935,163.167,5.724782,5.539721,286.0826,6.457784,51.00979,48.91556,69.88502,8.836329,94.55552
2013,Lam,2414,4,N,4,TLI,120,991,9660,143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.09957,146.9738,-0.1098752,0.3052292,20.12444,151.2377,6.032984,6.168098,282.252,6.80867,49.82904,48.93864,69.7722,8.479733,94.38387
2013,Lam,2415,4,N,18,switch,200,NA,13300,108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.22227,191.2207,2.484061,0.634689,22.44201,194.1199,7.070349,8.846708,315.312,3.838578,33.06724,54.56905,82.01443,0,94.41637
2013,Lam,2416,4,N,12,rush,200,419,8380,143,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12556,145.667,0.5847859,0.5076773,17.78291,142.8174,7.760892,6.26053,270.8226,6.296504,54.15842,47.32638,66.51435,11.78125,94.39412
2013,Lam,2417,4,N,6,TLI,200,708,10840,133,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.91248,136.0548,0.9218105,0.8727564,16.92443,131.2631,6.333609,5.642653,272.6875,5.754377,58.48653,45.54575,64.58224,10.94776,94.59515
2013,Lam,2418,4,N,15,switch,80,NA,12740,115,2,0.6,0.05,0.6,0.05,0.28,0.17,0.01,19,73,57,6,21,21.40762,192.3681,2.17506,0.4555798,18.98218,176.9881,6.651351,8.24684,319.5521,3.11186,32.16399,53.48793,82.98326,0,94.03617
2013,Mor,4101,1,N,18,switch,200,NA,10340,135,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.65409,195.4428,2.100053,0.5545738,21.1708,195.8381,7.104466,8.412895,314.0576,3.026626,30.33272,54.1083,83.55791,0,94.46558
2013,Mor,4102,1,N,11,rush,160,364,8400,145,9,1.1,0.07,1.1,0.08,0.27,0.12,0,15,67,55,8,3,22.61613,142.8236,1.432454,0.4263702,18.84002,134.5443,8.690027,7.807741,256.914,8.139999,57.95859,46.82145,62.42678,6.635044,94.06416
2013,Mor,4103,1,N,3,TLI,80,892,11140,153,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44392,135.5698,0.2478311,0.3819551,18.86561,144.9396,5.342689,5.306118,275.3199,5.60147,55.83437,45.28642,66.44983,10.02981,94.31129
2013,Mor,4104,1,N,15,switch,80,NA,9740,100,2,0.4,0.06,0.3,0.05,0.27,0.19,0,12,48,32,9,3,15.40335,196.9943,1.996409,0.5935231,22.40673,204.1679,6.326638,8.220847,318.6132,2.887606,28.74356,54.34225,84.61794,0,94.57775
2013,Mor,4105,1,N,9,rush,80,591,12860,135,7,0.9,0.07,1.1,0.06,0.2,0.1,0,8,44,40,5,3,19.67583,143.9389,0.7334695,0.3502765,19.23031,142.4987,7.556128,6.666243,269.2038,6.888143,54.64814,46.7812,65.68764,5.73994,94.27147
2013,Mor,4106,1,N,4,TLI,120,548,10100,150,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.46897,143.1374,0.640088,0.4957413,17.91257,136.6013,6.813704,5.919992,272.3957,5.762717,53.35102,46.34482,66.8308,6.841453,94.36429
2013,Mor,4107,1,N,16,switch,120,NA,11940,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.08186,196.4795,2.105999,0.670795,21.45124,197.6047,7.055603,8.035414,318.8447,2.868541,29.50469,55.09164,83.86252,0,94.54113
2013,Mor,4108,1,N,7,rush,0,353,12480,155,4,0.6,0.06,0.8,0.04,0.16,0.09,0,7,39,45,7,3,16.916,142.5894,0.3358285,0.2674134,20.38649,160.5216,6.03215,6.166976,274.5484,6.12672,53.95549,46.00614,67.44179,7.683925,94.40408
2013,Mor,4109,1,N,2,TLI,40,966,12100,150,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16067,148.1351,0.0722301,0.0567928,20.89771,168.1352,5.223057,5.825037,290.5833,6.133536,48.50374,48.58392,71.75704,6.915174,94.47691
2013,Mor,4110,1,N,13,switch,0,NA,6140,95,0,0.5,0.06,0.3,0.06,0.32,0.22,0,15,75,56,8,4,16.60815,194.9105,1.974717,0.5111139,21.37303,196.4896,6.732932,8.423223,310.3347,2.99317,30.67375,52.71757,83.18537,0,94.43807
2013,Mor,4111,1,N,10,rush,120,328,9740,145,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.265,139.7213,0.2734702,0.7094456,18.91258,146.2106,6.600479,5.497589,272.0043,5.892015,54.26634,46.17524,66.54684,5.708269,94.48245
2013,Mor,4112,1,N,6,TLI,200,331,9780,146,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.84935,148.2359,1.469667,0.4834551,18.79385,139.9186,7.120232,6.855867,269.982,5.377206,54.22677,45.74319,65.77193,5.886772,94.24841
2013,Mor,4113,1,N,17,switch,160,NA,9300,100,0,0.5,0.05,0.3,0.05,0.26,0.2,0,8,42,32,5,3,14.79498,199.4957,1.982795,0.6137235,21.81535,211.3196,5.433393,7.370804,336.8961,2.383301,25.88386,56.77709,87.17999,0,94.75665
2013,Mor,4114,1,N,8,rush,40,464,11700,157,5,0.6,0.1,0.9,0.04,0.17,0.08,0,8,37,46,7,3,17.80415,140.174,0.4540923,0.1832151,21.33272,154.3596,6.798558,6.471817,267.4918,6.255715,55.70058,44.68117,66.12149,5.080476,94.15779
2013,Mor,4115,1,N,1,TLI,0,852,11360,152,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.15062,137.3579,0.3920138,0.5992596,21.99729,162.0045,4.74441,5.526653,282.9474,5.802507,53.96942,46.1198,68.47521,4.760521,94.52102
2013,Mor,4116,1,N,14,switch,40,NA,9040,95,0,0.5,0.07,0.3,0.06,0.33,0.2,0,13,75,58,8,4,18.7034,194.2839,2.155287,0.5040654,21.50795,192.9756,6.913904,8.671968,310.7606,3.226302,31.64777,53.35334,82.49454,0,94.4004
2013,Mor,4117,1,N,12,rush,200,228,7940,143,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.27156,144.7162,1.53772,0.487307,17.49016,125.3606,8.535779,6.808347,265.7878,6.034612,56.15759,45.8978,64.66054,5.661999,94.14679
2013,Mor,4118,1,N,5,TLI,160,287,9060,151,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8679,138.6859,0.8480387,0.7497475,20.3718,145.5118,6.38005,5.966117,270.6549,5.354651,57.27409,44.49081,65.02014,4.287161,94.4967
2013,Mor,4201,2,N,8,rush,40,458,11180,135,5,0.7,0.06,1,0.05,0.19,0.1,0,8,46,45,7,3,18.33462,141.9361,0.4695764,0.3895715,19.75801,150.8018,6.760601,6.258825,275.0119,7.074006,54.55468,47.44946,66.6212,6.273435,94.41463
2013,Mor,4202,2,N,1,TLI,0,610,9100,148,2,0.5,0.07,1,0.04,0.16,0.07,0,6,31,35,5,3,16.50993,136.3934,0.2798896,0.5928771,21.53348,156.6887,4.931912,5.683752,277.1284,5.986221,55.20773,45.31517,67.41918,3.562616,94.51872
2013,Mor,4203,2,N,13,switch,0,NA,6240,100,0,0.5,0.08,0.4,0.06,0.32,0.28,0,10,68,36,6,4,16.02015,179.066,2.139043,0.7429361,24.74269,197.5421,5.062311,8.352848,302.8315,3.921762,37.89919,51.22205,77.59382,0,94.35313
2013,Mor,4204,2,N,9,rush,80,435,11980,140,9,0.9,0.13,1.2,0.07,0.24,0.13,0,11,85,65,6,3,20.25982,149.3661,0.4270165,0.2592958,19.62576,153.0155,6.959331,6.178013,289.2014,7.588276,46.25687,51.43,71.94157,2.317298,94.14468
2013,Mor,4205,2,N,2,TLI,40,985,12420,153,6,0.6,0.09,1.2,0.05,0.16,0.09,0,7,32,38,5,2,16.12532,134.5599,0.440805,0.4351362,20.17487,148.1986,4.871942,5.660829,276.4955,6.188217,56.60869,45.03142,66.37666,2.990599,94.37796
2013,Mor,4206,2,N,16,switch,120,NA,10700,110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.91135,188.671,2.413177,0.6009516,23.18674,202.1645,5.31591,8.270937,321.3524,3.415085,32.58218,53.89087,82.47611,0,94.25468
2013,Mor,4207,2,N,7,rush,0,469,11940,151,4,0.7,0.09,1,0.05,0.18,0.1,0,8,45,44,8,3,16.05318,139.4743,0.01733756,0.1422408,20.76883,164.1038,4.766524,5.612729,283.454,6.834637,52.5123,47.41679,68.79892,3.434371,94.3005
2013,Mor,4208,2,N,5,TLI,160,636,11000,139,9,1.1,0.1,1.5,0.07,0.18,0.13,0,13,42,52,4,2,17.46365,140.8604,1.052677,0.7545258,19.19334,143.8253,6.432877,6.175369,277.649,6.729751,53.96295,47.76024,66.1797,3.497176,94.29977
2013,Mor,4209,2,N,17,switch,160,NA,11060,105,4,0.5,0.05,0.2,0.06,0.28,0.24,0,7,38,38,6,3,15.78358,189.1085,2.598721,0.6795124,20.67078,194.8578,5.5471,7.640144,322.7734,2.738136,33.2236,54.28805,82.04816,0,94.42345
2013,Mor,4210,2,N,12,rush,200,328,9460,148,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2078,148.3903,1.663604,0.3237512,18.93621,132.2571,8.703621,7.610903,267.9126,6.883654,54.55972,47.25366,65.56887,3.129733,94.01112
2013,Mor,4211,2,N,4,TLI,120,728,11740,148,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.68396,144.5373,0.1457584,0.1014946,19.18391,155.7803,5.420668,5.764862,283.5848,6.172663,50.19239,47.76203,69.93248,4.470126,94.32367
2013,Mor,4212,2,N,18,switch,200,NA,10940,125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89596,191.6273,1.970447,0.5442779,21.47899,193.2357,6.911423,8.219161,316.4892,3.788133,31.26735,54.57128,83.31142,0,94.35104
2013,Mor,4213,2,N,10,rush,120,475,9160,140,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.99701,146.1856,0.8500937,0.4136229,19.19786,139.6842,8.368979,6.947289,272.7205,7.600456,51.72308,48.6761,67.14067,2.607579,94.0716
2013,Mor,4214,2,N,3,TLI,80,865,12060,155,6,1.1,0.15,1.8,0.07,0.2,0.11,0,10,118,49,4,2,19.84713,146.6666,1.183387,0.3925683,18.31683,134.7346,6.358689,6.428107,288.209,6.836386,50.20668,49.92803,68.814,2.943631,94.12918
2013,Mor,4215,2,N,15,switch,80,NA,8340,105,0,0.6,0.09,0.3,0.07,0.35,0.27,0,18,51,33,15,4,16.01186,187.5858,2.209027,0.76894,21.87735,193.3777,6.006607,7.987522,321.3059,3.854352,32.89956,54.59164,82.47657,0,94.3047
2013,Mor,4216,2,N,11,rush,160,442,9200,140,10,1.4,0.12,1.1,0.1,0.4,0.18,0,15,129,71,7,4,23.6191,160.8946,1.539521,0.07685721,18.27071,133.5188,9.976422,8.610582,275.0813,8.475815,48.73923,51.1432,68.60838,3.682482,93.9229
2013,Mor,4217,2,N,6,TLI,200,484,11420,148,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89743,151.3736,1.278448,0.3358109,17.53746,138.1533,7.581994,6.889338,273.7597,6.285772,51.45248,48.05814,67.05529,5.194734,94.26747
2013,Mor,4218,2,N,14,switch,40,NA,9280,120,0,0.6,0.05,0.4,0.06,0.34,0.26,0,7,66,157,6,4,16.89985,186.9304,2.169209,0.5940431,21.64858,183.2927,5.862077,8.972139,295.8572,3.306596,34.87249,49.40096,79.76171,0,93.92733
2013,Mor,4301,3,N,4,TLI,120,529,10440,157,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.476,137.4094,0.7045443,0.7775137,20.13803,146.1392,6.148435,5.983266,269.6886,5.534681,58.12846,44.27657,64.30478,6.41939,94.54914
2013,Mor,4302,3,N,8,rush,40,309,10900,156,4,0.7,0.07,1,0.05,0.14,0.09,0,6,32,35,4,3,19.08504,133.9309,0.6096621,0.7054088,20.04198,144.7338,6.341383,5.637164,274.0829,6.228159,58.42999,45.70751,64.88984,5.286258,94.58545
