Year,location,plot,rep,exp,trt,var,var2,legume,Nfert,Nfertnew,seedyld,grassyld,legumeyld,biomassyld,ht,lod,N,P,K,S,Ca,Mg,Na,Zn,Fe,Mn,Cu,B,UA,KL,RHA,FUC,ARA,XYL,MAN,GAL,GLC,ash,IVTD,ADF,NDF,CP,DM
2014,Cro,3405,4,N,6,TLI,TLI,0,200,120,NA,NA,0,NA,131,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Cro,3406,4,N,13,switch,switch,0,0,0,NA,10960,0,10960,176,0,0.3,0.13,0.8,0.06,0.14,0.28,0,10,31,20,3,3,20.07796,174.3572,1.454209,1.380994,26.0422,207.4879,3.589876,6.504407,318.795,4.506715,39.08485,54.55709,79.85175,0,95.73123
2014,Cro,3407,4,N,11,rush,rush,0,160,100,218,9218,0,9218,147,6,0.9,0.09,1.1,0.07,0.13,0.13,0,9,35,30,2,3,20.92143,133.9279,0.6271615,1.427516,17.3738,128.3478,7.696334,5.113184,263.7352,6.101211,62.19162,45.3802,63.42197,0,95.25604
2014,Cro,3408,4,N,2,TLI,TLI,0,40,40,664,13880,0,13880,133,6,0.9,0.08,1.4,0.08,0.15,0.14,0,8,36,27,3,3,22.47438,138.8809,0.481951,1.443132,18.20615,133.2583,6.473243,5.108478,272.4133,6.068585,59.33934,46.59941,65.09473,0,95.36627
2014,Cro,3409,4,N,17,switch,switch,0,160,100,NA,7720,0,7720,166,0,0.6,0.07,0.7,0.08,0.21,0.46,0.01,7,43,43,5,3,25.93622,170.87,1.438614,1.394479,23.29383,185.5168,6.354621,5.798361,311.2466,4.661607,39.88149,55.9441,78.7056,0,95.64435
2014,Cro,3410,4,N,10,rush,rush,0,120,80,352,11634,0,11634,125,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2646,138.7368,0.4732779,1.32492,19.84839,140.996,6.574551,5.578373,271.8209,7.313835,57.52882,48.08721,65.25011,0,95.08501
2014,Cro,3411,4,N,5,TLI,TLI,0,160,100,392,9816,0,9816,119,7,1.1,0.07,1.6,0.09,0.16,0.18,0,8,33,28,3,3,26.62391,142.8588,0.2385287,1.297253,17.81967,132.7148,6.583591,5.123758,275.9492,6.798974,53.78142,49.06091,68.45186,0,95.20872
2014,Cro,3412,4,N,14,switch,switch,0,40,40,NA,10800,0,10800,163,0,0.5,0.07,0.7,0.09,0.2,0.39,0.01,7,32,34,4,3,21.39397,179.5564,2.108692,1.163732,26.33359,199.5265,4.637435,7.169601,311.2937,3.790928,38.58353,53.93393,78.50999,0,95.43501
2014,Cro,3413,4,N,12,rush,rush,0,200,120,220,8888,0,8888,126,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03308,129.9229,0.6551793,1.622627,16.82955,126.1239,8.973903,4.986112,254.8059,5.895936,64.66486,44.23938,61.36932,0,95.23454
2014,Cro,3414,4,N,4,TLI,TLI,0,120,80,624,12948,0,12948,127,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.94602,137.1245,0.1483068,1.143861,18.71354,141.036,5.142068,4.842098,272.0465,6.711834,56.46801,46.5284,67.07167,0,95.13268
2014,Cro,3415,4,N,18,switch,switch,0,200,120,NA,14240,0,14240,169,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89085,170.7201,2.258622,0.9910935,23.53099,179.976,5.698066,7.464347,291.3565,4.704141,43.13203,52.40609,74.03151,0,95.00747
2014,Cro,3416,4,N,7,rush,rush,0,0,0,230,9642,0,9642,140,2,0.5,0.1,0.8,0.05,0.14,0.1,0,8,33,31,3,3,19.78113,127.4483,-0.8707006,1.835118,20.05725,154.135,5.494499,3.998822,258.0285,6.010529,60.19802,43.58051,63.69841,0,95.53427
2014,Cro,3417,4,N,1,TLI,TLI,0,0,0,188,5232,0,5232,147,1,0.6,0.14,0.8,0.05,0.18,0.11,0,12,26,49,2,3,20.69033,131.381,-0.3291197,1.680735,21.48503,160.4465,5.500988,4.736675,263.7804,6.700841,59.63591,44.99247,65.25667,0,95.44988
2014,Cro,3418,4,N,15,switch,switch,0,80,60,NA,10000,0,10000,162,0,0.4,0.11,0.6,0.07,0.2,0.37,0.01,11,27,29,4,3,20.85494,175.4664,1.813091,1.5328,26.6078,205.4727,4.972165,7.054762,309.2622,4.094396,40.37436,53.95797,77.5276,0,95.65302
2014,Lam,2101,1,N,2,TLI,TLI,0,40,40,368,12846,0,12846,146,2,0.7,0.09,1.2,0.06,0.22,0.11,0,20,84,135,5,4,21.93637,137.8168,-0.000684023,0.9208964,22.6402,152.0957,6.141782,5.967556,253.6152,6.546683,59.94957,43.91003,62.59479,0,94.84482
2014,Lam,2102,1,N,12,rush,rush,0,200,120,106,9140,0,9140,145,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.34677,148.678,0.9883823,0.8533205,20.58896,135.8133,9.775455,7.00382,258.1233,7.761814,57.54161,48.75911,63.76373,0,94.9109
2014,Lam,2103,1,N,13,switch,switch,0,0,0,NA,6760,0,6760,138,0,0.4,0.1,0.6,0.05,0.25,0.18,0,10,106,126,4,3,26.75514,168.8675,0.7603413,1.174505,25.79575,185.8506,4.983763,6.704155,291.7873,4.204045,44.65622,50.17664,74.2448,0,95.52854
2014,Lam,2104,1,N,4,TLI,TLI,0,120,80,166,11006,0,11006,139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.12232,148.3788,-0.5650659,0.9285169,21.65586,164.5782,4.376494,5.041686,287.6418,5.938429,51.4181,48.47731,70.51796,0,95.16601
2014,Lam,2105,1,N,9,rush,rush,0,80,60,108,9128,0,9128,141,6,0.7,0.08,0.9,0.05,0.17,0.09,0,9,62,127,4,3,27.10448,137.422,0.2197967,1.006676,19.29935,138.8242,8.257906,5.392109,259.1096,5.824277,60.81535,45.3536,64.23508,0,95.04292
2014,Lam,2106,1,N,15,switch,switch,0,80,60,NA,13000,0,13000,145,0,0.6,0.07,0.6,0.06,0.29,0.29,0,8,76,114,5,3,27.70529,164.5149,1.4141,0.9566017,23.37747,163.4607,7.899814,6.989997,275.4313,4.879204,49.1497,49.48968,71.10754,0,95.20979
2014,Lam,2107,1,N,3,TLI,TLI,0,80,60,464,11292,0,11292,136,2,0.7,0.09,1.1,0.05,0.18,0.09,0,7,59,105,4,3,24.67046,140.7932,-0.3840585,0.8957008,20.09963,147.2063,7.267479,4.962576,270.077,6.65027,56.85786,47.18313,67.94619,0,95.25098
2014,Lam,2108,1,N,7,rush,rush,0,0,0,40,7308,0,7308,134,2,0.7,0.11,0.8,0.07,0.21,0.1,0,10,58,131,7,4,25.9616,136.6524,-0.001440763,1.039286,20.1114,145.0523,7.514727,5.939261,250.7746,6.284468,62.01213,43.31356,62.85657,0,94.91073
2014,Lam,2109,1,N,16,switch,switch,0,120,80,NA,11080,0,11080,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.79494,172.8301,1.602832,0.6743203,22.20133,156.6744,8.741026,7.636131,277.3785,4.559104,47.23366,49.98666,71.86716,0,94.99863
2014,Lam,2110,1,N,6,TLI,TLI,0,200,120,594,14944,0,14944,146,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.43363,143.4019,-0.3723071,0.8741186,19.58678,154.2347,6.113565,4.768371,277.4627,6.514069,55.49278,48.47044,68.02103,0,95.27142
2014,Lam,2111,1,N,10,rush,rush,0,120,80,160,11296,0,11296,141,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.70013,144.6328,0.08504772,1.131145,21.07919,152.3058,6.523117,5.885339,271.5631,6.483797,57.03477,47.21438,65.65324,0,95.02672
2014,Lam,2112,1,N,18,switch,switch,0,200,120,NA,13720,0,13720,155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.36865,172.0345,1.658473,0.9058678,22.27181,168.1903,8.018767,6.86018,288.2929,4.635357,45.79327,52.48066,72.29846,0,95.26582
2014,Lam,2113,1,N,5,TLI,TLI,0,160,100,386,12980,0,12980,133,2,1,0.1,1.2,0.07,0.23,0.12,0,12,64,123,4,4,24.00213,139.6391,-0.1133187,1.028114,19.46898,141.131,6.805137,5.468941,261.2184,6.48896,58.88178,45.56967,64.16139,0,95.00069
2014,Lam,2114,1,N,11,rush,rush,0,160,100,68,12114,0,12114,127,7,1.1,0.1,1.2,0.07,0.21,0.13,0,14,62,146,5,3,26.34743,140.5877,0.7055988,1.039852,18.25076,129.8952,9.240879,5.974071,257.5771,7.009847,59.80065,47.16535,63.84421,0,94.97527
2014,Lam,2115,1,N,14,switch,switch,0,40,40,NA,11240,0,11240,147,0,0.5,0.07,0.6,0.05,0.27,0.26,0,9,93,127,5,2,28.00768,173.6707,1.309437,0.9940938,23.44741,174.7171,6.205057,6.511192,296.4896,3.690305,42.98182,51.53118,75.94591,0,95.37893
2014,Lam,2116,1,N,1,TLI,TLI,0,0,0,178,6396,0,6396,126,2,0.7,0.13,0.9,0.08,0.22,0.11,0,11,61,91,6,5,22.28937,141.7793,-0.1725066,1.027826,22.49182,160.6733,5.767181,6.320489,255.7924,6.034206,59.12025,43.10264,63.77079,0,94.88794
2014,Lam,2117,1,N,8,rush,rush,0,40,40,60,10588,0,10588,125,4,0.8,0.09,0.9,0.06,0.19,0.1,0,14,63,113,7,4,24.27467,135.5669,0.2467206,1.022081,19.35721,139.6619,7.885371,6.129169,244.913,6.381755,64.20011,42.39849,60.87649,0,94.9005
2014,Lam,2118,1,N,17,switch,switch,0,160,100,NA,10800,0,10800,153,0,0.9,0.08,0.5,0.07,0.31,0.35,0,11,56,116,6,3,25.39216,169.7892,1.460939,0.9973698,23.01226,175.4187,7.318615,6.868987,280.7732,4.402756,47.15264,50.22008,71.80495,0,95.32156
2014,Lam,2201,2,N,9,rush,rush,0,80,60,250,13772,0,13772,135,6,1,0.11,1.3,0.07,0.17,0.11,0,13,77,114,4,2,22.67019,136.4208,-0.3161869,1.107774,19.41183,145.8181,6.930645,5.016828,272.8906,7.806601,59.07783,48.30024,66.08804,0,95.28806
2014,Lam,2202,2,N,4,TLI,TLI,0,120,80,516,14018,0,14018,140,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29952,143.8624,0.4923236,0.7780629,21.71502,154.7911,6.070399,6.641716,263.9111,7.482562,57.93121,45.52609,65.58984,0,94.99311
2014,Lam,2203,2,N,18,switch,switch,0,200,120,NA,14240,0,14240,165,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Lam,2204,2,N,7,rush,rush,0,0,0,76,8464,0,8464,137,2,0.5,0.07,0.8,0.04,0.16,0.07,0,7,40,116,5,4,22.46907,132.8964,-0.4360702,1.13399,21.52893,153.57,6.979859,5.064465,252.9182,6.080906,59.78275,43.50896,64.04808,0,94.93269
2014,Lam,2205,2,N,5,TLI,TLI,0,160,100,268,10868,0,10868,128,2,1,0.07,1.3,0.06,0.24,0.12,0,11,53,131,6,4,17.98481,149.1639,0.5182409,0.8438752,21.30414,157.6344,5.673683,6.439869,270.8785,6.529428,55.72622,46.23253,66.90402,0,95.12648
2014,Lam,2206,2,N,14,switch,switch,0,40,40,NA,16480,0,16480,164,0,0.7,0.09,0.7,0.07,0.29,0.28,0,9,65,101,5,4,27.85128,175.3507,1.11236,0.7877563,23.59384,168.6695,7.263172,7.109155,292.5446,4.777432,43.63305,51.97607,74.65107,0,95.27205
2014,Lam,2207,2,N,12,rush,rush,0,200,120,104,12386,0,12386,148,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.26675,145.101,0.08311129,0.9966048,21.15697,157.0316,5.648833,5.345053,277.8487,6.029576,54.73362,47.74559,67.54525,0,95.05467
2014,Lam,2208,2,N,6,TLI,TLI,0,200,120,502,13666,0,13666,139,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.50378,145.5644,0.6063194,0.7890285,19.36275,145.5874,6.586788,6.229061,265.3208,6.992169,56.49371,46.02932,66.76099,0,95.00763
2014,Lam,2209,2,N,15,switch,switch,0,80,60,NA,8840,0,8840,152,0,0.9,0.09,0.7,0.07,0.28,0.29,0,10,72,133,6,3,29.80756,177.0528,1.685424,0.5404687,23.77052,159.0892,9.181749,7.867004,282.4452,4.949863,44.47589,52.12534,73.29932,0,95.06082
2014,Lam,2210,2,N,8,rush,rush,0,40,40,126,10798,0,10798,131,4,0.6,0.07,0.8,0.05,0.14,0.07,0,8,36,92,5,3,23.36874,135.1702,-0.2468259,0.9092575,20.37241,146.3179,6.8034,5.418907,262.5182,5.586985,62.69443,43.33723,63.73096,0,94.93812
2014,Lam,2211,2,N,1,TLI,TLI,0,0,0,180,10020,0,10020,127,2,0.5,0.09,0.8,0.06,0.21,0.09,0,11,37,121,8,4,16.55729,136.1439,0.3312634,0.7652798,22.55555,160.1267,5.031672,6.259515,260.0088,6.290858,61.14486,42.18028,64.4387,0,94.74482
2014,Lam,2212,2,N,13,switch,switch,0,0,0,NA,10920,0,10920,146,0,0.4,0.09,0.6,0.06,0.24,0.2,0,10,53,122,4,3,23.81138,171.0245,0.8139238,1.150648,26.00161,191.2584,4.861076,6.663959,296.9391,4.224154,42.56384,51.40807,75.67501,0,95.49447
2014,Lam,2213,2,N,10,rush,rush,0,120,80,114,9260,0,9260,131,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.09631,137.3023,-0.4866531,1.280996,20.54069,151.0703,6.635345,4.485466,266.2442,5.524664,57.65546,45.82026,65.32198,0,95.23524
2014,Lam,2214,2,N,3,TLI,TLI,0,80,60,352,9338,0,9338,138,3,0.8,0.09,1.1,0.06,0.22,0.11,0,13,42,134,7,4,14.32593,141.0601,0.2024279,0.6617801,22.17013,164.9592,5.089474,6.217339,260.972,6.925095,57.2524,44.08339,65.99841,0,94.90276
2014,Lam,2215,2,N,16,switch,switch,0,120,80,NA,10680,0,10680,144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.61029,174.584,1.575177,0.7899436,21.25362,168.0065,7.349644,6.367138,295.6888,3.971251,40.77497,53.53092,77.04453,0,95.33196
2014,Lam,2216,2,N,11,rush,rush,0,160,100,34,11952,0,11952,132,6,1,0.09,1.1,0.06,0.17,0.1,0,14,58,115,6,3,25.81405,131.3419,0.01238418,1.211307,17.64599,129.6162,9.227516,4.824525,245.0309,5.162381,64.30881,43.01061,61.11312,0,95.07283
2014,Lam,2217,2,N,2,TLI,TLI,0,40,40,292,13168,0,13168,131,2,0.7,0.1,1.1,0.06,0.21,0.11,0,14,48,128,7,4,17.33022,140.1537,0.5120044,0.8830839,21.85185,152.1798,6.110767,6.687191,252.3419,6.644414,60.98596,42.64357,63.14304,0,94.89848
2014,Lam,2218,2,N,17,switch,switch,0,160,100,NA,11000,0,11000,151,0,0.6,0.05,0.5,0.06,0.29,0.37,0,6,48,114,5,3,31.12692,171.7303,1.877098,0.6767358,21.80065,165.7123,7.261725,6.986248,296.3135,4.189853,43.85253,52.82969,75.9976,0,95.0699
2014,Lam,2301,3,N,16,switch,switch,0,120,80,NA,12760,0,12760,158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.81213,173.4192,1.237756,0.8055264,21.38188,157.1632,9.292897,7.320875,274.7194,4.811955,46.1835,50.61323,71.65247,0,95.24586
2014,Lam,2302,3,N,3,TLI,TLI,0,80,60,762,12028,0,12028,148,1,0.8,0.08,1.4,0.05,0.2,0.11,0,9,80,144,4,4,24.68468,140.6636,-0.5488536,1.175429,21.64224,157.4488,5.27189,4.560633,278.0459,5.762677,53.54839,48.16668,68.07542,0,95.24345
2014,Lam,2303,3,N,9,rush,rush,0,80,60,192,11148,0,11148,151,5,1.1,0.11,1.3,0.07,0.23,0.12,0,11,128,168,6,4,26.26196,150.272,-0.03515458,1.055043,21.36876,157.9465,6.531177,5.513394,280.6739,6.160169,50.60399,49.9654,69.43228,0,95.0721
2014,Lam,2304,3,N,17,switch,switch,0,160,100,NA,15680,0,15680,157,0,0.7,0.06,0.7,0.06,0.27,0.33,0,5,61,121,5,3,28.84932,174.534,1.528167,0.7744675,22.16281,168.3078,7.196569,6.465638,299.51,4.208655,41.78996,53.84969,76.52975,0,95.38822
2014,Lam,2305,3,N,2,TLI,TLI,0,40,40,314,9066,0,9066,145,2,0.8,0.1,1.4,0.06,0.19,0.1,0,11,56,138,5,3,22.35718,134.3142,-0.146975,1.124657,18.49412,138.8586,6.983359,4.619147,254.0465,5.646522,59.62968,44.18975,64.48634,0,95.18236
2014,Lam,2306,3,N,7,rush,rush,0,0,0,142,8958,0,8958,131,3,0.5,0.08,0.8,0.05,0.17,0.07,0,7,47,111,5,4,22.02129,138.9481,-0.1546991,0.7172045,20.23937,153.864,6.487858,5.620341,263.2642,6.592634,59.28485,44.75921,66.29272,0,94.99976
2014,Lam,2307,3,N,18,switch,switch,0,200,120,NA,12520,0,12520,149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.61509,180.0056,2.692244,0.7872722,24.44853,169.2743,10.56135,8.890881,281.7125,6.24505,43.47427,54.81815,73.9976,0,95.18476
2014,Lam,2308,3,N,6,TLI,TLI,0,200,120,568,12630,0,12630,142,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.22453,137.2424,-0.150274,1.035727,19.70409,148.7429,6.213202,4.330564,275.3308,5.480046,58.54423,46.84931,66.53729,0,95.30936
2014,Lam,2309,3,N,11,rush,rush,0,160,100,172,10570,0,10570,138,4,0.9,0.08,1.1,0.06,0.16,0.1,0,11,47,132,5,3,22.52218,141.6437,-0.580785,1.338248,20.92331,170.7814,5.187194,4.164744,277.6415,4.92734,56.03742,47.05081,66.73422,0,95.49789
2014,Lam,2310,3,N,15,switch,switch,0,80,60,NA,14480,0,14480,162,0,0.7,0.07,0.6,0.06,0.27,0.34,0,8,63,118,6,3,27.05013,184.2148,1.253516,0.7443701,22.19,181.0048,6.92134,6.795228,313.1723,4.25505,38.25335,55.7475,79.03651,0,95.49632
2014,Lam,2311,3,N,4,TLI,TLI,0,120,80,272,12924,0,12924,134,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.58657,138.1787,-0.2842398,1.176598,19.84841,145.6041,6.244354,4.612269,268.5419,5.156788,57.66643,46.04197,65.63744,0,95.17788
2014,Lam,2312,3,N,8,rush,rush,0,40,40,188,12304,0,12304,138,5,0.6,0.06,0.9,0.05,0.16,0.08,0,8,46,127,5,4,23.54049,140.6833,-0.2599785,1.054142,20.74489,154.4224,6.811091,4.994922,268.2691,5.678455,55.83198,46.3233,66.86143,0,95.11071
2014,Lam,2313,3,N,14,switch,switch,0,40,40,NA,10560,0,10560,165,0,0.7,0.08,0.6,0.06,0.29,0.32,0,10,56,135,6,3,25.09596,172.4062,0.9826554,0.9672064,22.6935,177.4521,7.381518,5.872237,294.2986,4.543027,41.20346,53.68143,76.2008,0,95.56625
2014,Lam,2314,3,N,1,TLI,TLI,0,0,0,196,7666,0,7666,118,4,0.6,0.11,0.9,0.06,0.22,0.09,0,9,48,128,7,4,21.99941,131.1205,-0.1422079,0.7492352,20.79881,145.8713,6.583193,5.705599,247.1267,6.327083,64.23608,41.68667,62.6554,0,94.99651
2014,Lam,2315,3,N,10,rush,rush,0,120,80,254,10366,0,10366,139,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3391,138.5009,-0.2221227,0.9321936,20.23227,154.3826,7.183199,4.69674,260.2633,5.578609,58.55233,45.02146,66.25666,0,95.24967
2014,Lam,2316,3,N,13,switch,switch,0,0,0,NA,5520,0,5520,142,0,0.5,0.13,0.7,0.06,0.26,0.19,0,18,27,142,4,3,22.24134,170.5267,1.529227,1.451893,26.92682,201.3026,4.087944,7.359949,295.5018,4.655231,43.93096,50.88236,75.58909,0,95.66869
2014,Lam,2317,3,N,5,TLI,TLI,0,160,100,500,12886,0,12886,139,1,0.8,0.08,1.3,0.05,0.19,0.1,0,10,44,99,5,3,23.97763,134.4559,-0.08235049,1.034952,19.03654,140.4064,6.992888,4.869263,256.2515,6.001009,60.07617,44.39608,64.72083,0,95.13773
2014,Lam,2318,3,N,12,rush,rush,0,200,120,164,12126,0,12126,134,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.45837,134.4369,-0.1039512,1.163264,19.61452,144.0618,7.939968,4.716046,250.207,5.589751,60.10179,44.33532,63.88311,0,95.13141
2014,Lam,2401,4,N,10,rush,rush,0,120,80,196,13958,0,13958,144,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.18746,155.3588,0.2417438,1.555182,22.02331,159.0548,9.03968,7.489054,250.5969,8.23711,50.42007,50.4886,67.24265,0,95.93623
2014,Lam,2402,4,N,1,TLI,TLI,0,0,0,776,13078,0,13078,145,1,0.7,0.09,1.1,0.05,0.17,0.11,0,9,49,100,4,3,22.55859,134.1553,-0.5301352,1.812549,23.75511,169.2268,5.787951,5.34472,253.9979,6.14932,60.44114,44.47054,64.29066,0,96.2989
2014,Lam,2403,4,N,14,switch,switch,0,40,40,NA,14320,0,14320,154,0,0.8,0.08,0.6,0.06,0.3,0.29,0,7,113,119,5,3,25.38716,182.8868,1.375781,0.8735607,25.52999,194.4068,8.277003,7.475043,281.1209,4.053218,39.4799,52.86882,75.71559,0,95.67222
2014,Lam,2404,4,N,11,rush,rush,0,160,100,146,9710,0,9710,119,7,1.2,0.09,1.2,0.07,0.19,0.11,0,14,56,140,5,3,28.96362,142.6475,0.5305722,1.815608,21.65872,150.4299,9.787627,6.625956,244.8762,7.58228,58.33736,48.484,63.13056,0,96.05163
2014,Lam,2405,4,N,3,TLI,TLI,0,80,60,420,11040,0,11040,132,3,0.9,0.09,1.4,0.06,0.19,0.1,0,12,51,107,4,3,27.4416,137.1211,0.2252264,1.881831,20.56724,153.8086,8.08945,5.964211,245.1118,7.528342,58.45418,47.03878,64.32307,0,96.1165
2014,Lam,2406,4,N,16,switch,switch,0,120,80,NA,14960,0,14960,154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.45443,181.8023,1.307982,0.8890632,24.75442,189.9058,7.489729,6.988935,297.0876,4.2905,38.36258,54.67236,78.6377,0,95.68539
2014,Lam,2407,4,N,9,rush,rush,0,80,60,216,10346,0,10346,154,4,0.6,0.07,0.9,0.04,0.13,0.07,0,8,41,124,4,3,22.7162,142.5128,-0.2697382,1.622431,23.62652,176.9278,5.479243,5.312621,265.9728,6.095455,53.12094,47.36343,68.49667,0,96.03136
2014,Lam,2408,4,N,2,TLI,TLI,0,40,40,288,8548,0,8548,152,2,0.8,0.08,1.2,0.05,0.2,0.1,0,10,54,131,5,3,26.82056,138.0069,-0.303329,1.79288,24.83918,170.8836,6.477173,6.050958,244.243,6.222316,57.36403,44.85157,64.57362,0,96.05363
2014,Lam,2409,4,N,13,switch,switch,0,0,0,NA,8120,0,8120,141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Lam,2410,4,N,7,rush,rush,0,0,0,122,9076,0,9076,133,2,0.6,0.07,0.8,0.05,0.14,0.07,0,8,37,107,6,3,25.89709,134.9377,-0.08050919,1.605661,22.44374,160.3783,7.47653,6.084197,243.0629,6.937569,60.54925,44.446,63.77074,0,95.99225
2014,Lam,2411,4,N,5,TLI,TLI,0,160,100,440,13754,0,13754,156,2,1.3,0.14,1.4,0.09,0.64,0.17,0.02,14,35,36,5,16,37.83779,158.3042,1.94709,1.200544,17.12597,108.6215,13.83895,8.490377,231.5511,6.499594,61.16423,45.75893,59.90163,0,95.02715
2014,Lam,2412,4,N,17,switch,switch,0,160,100,NA,14400,0,14400,141,0,0.9,0.09,0.7,0.07,0.36,0.39,0,9,75,155,6,4,27.05786,177.6322,1.092851,0.963637,24.23972,179.7191,9.148245,7.315747,273.7656,4.871134,41.63227,52.20783,74.81779,0,95.54507
2014,Lam,2413,4,N,8,rush,rush,0,40,40,82,7310,0,7310,133,4,0.9,0.09,1.1,0.05,0.18,0.09,0,10,51,131,5,3,-285.6617,-120.8004,17.7502,23.92404,-45.57486,-21.4147,-14.47993,2.31938,781.5583,26.11207,83.44096,131.2037,196.2269,0,118.6371
2014,Lam,2414,4,N,4,TLI,TLI,0,120,80,418,10600,0,10600,144,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.68654,137.873,-0.427531,1.898408,21.73225,161.9498,6.523097,4.909789,255.6377,5.937956,55.88445,46.67102,66.40667,0,96.24274
2014,Lam,2415,4,N,18,switch,switch,0,200,120,NA,15560,0,15560,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.62405,180.3893,0.8956773,0.8641122,24.1366,188.8078,8.650326,6.863734,286.3916,4.65315,39.32767,53.96853,77.35675,0,95.65342
2014,Lam,2416,4,N,12,rush,rush,0,200,120,124,10352,0,10352,124,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.10126,146.8961,-0.1044846,1.622725,22.95353,174.2495,7.665458,5.711411,261.9654,5.938425,53.91959,48.57064,67.40097,0,95.98052
2014,Lam,2417,4,N,6,TLI,TLI,0,200,120,380,15712,0,15712,133,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.67649,141.101,0.368782,1.583712,21.88436,154.1297,7.124613,6.846122,244.1314,6.078351,62.17982,43.89644,61.27877,0,95.94238
2014,Lam,2418,4,N,15,switch,switch,0,80,60,NA,15960,0,15960,150,0,0.6,0.07,0.5,0.05,0.3,0.31,0,9,52,120,6,3,24.32874,167.6823,1.143093,0.8833287,23.76188,176.8011,6.94796,6.506378,284.3879,4.653481,45.64148,50.61406,74.26053,0,95.38853
2014,Mor,4101,1,N,18,switch,switch,0,200,120,NA,NA,0,NA,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Mor,4102,1,N,11,rush,rush,0,160,100,NA,NA,0,NA,142,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Mor,4103,1,N,3,TLI,TLI,0,80,60,NA,NA,0,NA,140,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Mor,4104,1,N,15,switch,switch,0,80,60,NA,NA,0,NA,160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Mor,4105,1,N,9,rush,rush,0,80,60,NA,NA,0,NA,135,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Mor,4106,1,N,4,TLI,TLI,0,120,80,NA,NA,0,NA,140,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
